input_name,number,name,status,date_of_creation,sic_codes,address
Azad halal Poultry Ltd,,,,,,
Azelea Care Solutions,,,,,,
Azure Resources Ltd,,,,,,
B AND M STORES T/A NISA LOCAL,,,,,,
BA SECURITY SERVICES LIMITED,,,,,,
Baan Chuenchai Thai Massage Limited,,,,,,
BAAZ CONSTRUCTION LIMITED,,,,,,
Bajwa Foodstores Ltd,,,,,,
Ball Beverage Packaging Europe Limited,,,,,,
Bangla Bazar Direct Ltd,,,,,,
Bath Professionals Limited,,,,,,
BB CIVIL ENGINEERING LTD,,,,,,
BC and G Care Homes Ltd,,,,,,
BE ASSURED LTD,,,,,,
Bedfordshire Hospitals NHS Foundation Trust,,,,,,
Bedfordshire Motors Ltd.,,,,,,
Beenus Ltd,,,,,,
BeijingWest Industries UK Ltd,,,,,,
Belgaum medical centre Ltd,,,,,,
BENGAGED MEDIA LIMITED,,,,,,
Bengal Foods (UK) Ltd,,,,,,
Benjamins Cafe,,,,,,
Beracah Express Ltd,,,,,,
Best Bargains Direct Ltd,,,,,,
BFC LUTON LIMITED T/A BFC PIZZA,,,,,,
Bhavins Food Limited,,,,,,
Biggs Beit Ltd TA Biggs Healthcare,,,,,,
binning wine mart limited t/a the auction house,,,,,,
BISCOT PHARMACY LTD,,,,,,
Bisma Construction Ltd,,,,,,
BISS HAIRDRESSERS LTD,,,,,,
BIZNET LTD,,,,,,
BLISS BEAUTY SALON LUTON LIMITED,,,,,,
Blue Flame Plumbing & Heating Ltd,,,,,,
Blue Heart Clinics,,,,,,
Bluetulip Associates Ltd T/A Home Instead Luton & Central Bedfordshire,,,,,,
Bluewave Holdings (UK) Limited,,,,,,
BRAIN BOOSTERS ACADEMY GB LIMITED,,,,,,
BREACHWOOD TRANSPORT & REMOVALS LIMITED T/A BTR INTERNATIONAL,,,,,,
Breeding Vision,,,,,,
Brightway Services Limited,,,,,,
Brilliant Food & Wine Ltd,,,,,,
BRIT ENGINEERING SERVICES LTD,,,,,,
Brook Street,,,,,,
Brother Singh's Ltd,,,,,,
BROTHERS FOODS LTD,,,,,,
BSGILL CONSTRUCTION LIMITED,,,,,,
Burns and Gough Properties Limited,,,,,,
Bute House Medical Centre,,,,,,
Cactus Crew Ltd,,,,,,
CAFE GRILL ST ALBANS LTD T/A Cafe Grill,,,,,,
CAFE MIRAJ LTD,,,,,,
Cainiao UK Supply Chain Limited,,,,,,
CAKES AND BAKES LUTON LIMITED,,,,,,
Calsan Limited,,,,,,
CARBON FUTURE LIMITED,,,,,,
Carbon60 Limited,,,,,,
Care 4 All Limited,,,,,,
Care with Pride Ltd,,,,,,
Carslink Ltd,,,,,,
CASTLETROY RESIDENTIAL HOME,,,,,,
CELSTREAM CORPORATION LTD,,,,,,
Chaudhry Retail Services Ltd,,,,,,
CHECKMATE CAFE & GRILL LTD,,,,,,
Chelham Healthcare Ltd t/a Rosedale Care Home,,,,,,
CHELSEA HERITAGE LIMITED,,,,,,
Chester Choice Ltd,,,,,,
CHILTERN CARS LTD,,,,,,
CHILTERN HOTEL LTD,,,,,,
Chiltern Learning Trust,,,,,,
CHINARIAN LTD,,,,,,
CHURCHILL HEALTH CARE LTD,,,,,,
CISCA LIMITED,,,,,,
City Rentals Luton Ltd,,,,,,
Civicare (Beds Herts & Bucks) Ltd,,,,,,
CLEARSKIN SKIN CARE LIMITED,,,,,,
Clifton Foods,,,,,,
Code Kids Ltd,,,,,,
COMELIT PAC LIMITED,,,,,,
Comfort Toilet Hire Limited,,,,,,
Comline Auto Parts Limited,,,,,,
Commercial Improvements Limited,,,,,,
COMMUNITY INTEREST LUTON CIC,,,,,,
Community Training Portal Limited,,,,,,
Complete Care Services Limited,,,,,,
Concrete Masters Ltd,,,,,,
Core Automation Limited,,,,,,
Cos Freight Ltd,,,,,,
Costworth,,,,,,
CP Training Solutions,,,,,,
Crescent Start Builders Ltd,,,,,,
CREST COMPASS LTD,,,,,,
Crown Autoz ltd,,,,,,
CRSM Consulting LTD,,,,,,
Curtains And Linens Outlet Ltd,,,,,,
CZ Luton Ltd,,,,,,
DALLOW ROAD RETAIL LIMITED,,,,,,
DALROAD NORSLO LIMITED,,,,,,
DAS CARE LIMITED,,,,,,
DAZZYL'S UK LIMITED,,,,,,
Delicious Pizza (Kettering) Ltd,,,,,,
Delion's Daycare ltd,,,,,,
DENCORP LTD,,,,,,
DFS Food Stores,,,,,,
Diamond Black Limited,,,,,,
DIAMOND IMPEX LTD,,,,,,
Digitus Accountancy Limited,,,,,,
Dildar Restaurant,,,,,,
Direct Glazing Limited,,,,,,
Distinct Care and Support LTD,,,,,,
Downside Primary School,,,,,,
Downside Supermarket,,,,,,
DRP Partners Ltd,,,,,,
DT Careplus LTD,,,,,,
DTS FINANCIAL SOLUTIONS LTD,,,,,,
Dunstable Flooring & Kitchens Ltd,,,,,,
DUNSTABLE LEARNING CENTRE LTD,,,,,,
DURDLE UK LIMITED,,,,,,
Eagle Freights Ltd,,,,,,
Eagle Work Solutions Ltd,,,,,,
EAST WEST HOLDINGS LIMITED,,,,,,
Eastern Touch Events Ltd,,,,,,
EasyJet Airline Company Limited,,,,,,
Eaton Bray Local Ltd,,,,,,
Eaton Bray Stores Limited,,,,,,
ECO GREEN UPGRADES LTD,,,,,,
ECO SUBS LIMITED,,,,,,
Eden Farm Ltd,,,,,,
Edlesborough Stores Limited,,,,,,
Edroots International Ltd,,,,,,
Eesa Engineering Limited,,,,,,
EGA COMMERCIAL LIMITED,,,,,,
Eggfree Cake Inn DC Ltd,,,,,,
El Naturel Ltd,,,,,,
ELCIN FOOD CENTRE LTD,,,,,,
Electrolux Plc,,,,,,
ELITE AESTHETICS & BEAUTY ACADEMY LTD,,,,,,
ELITE EXCHANGE LTD,,,,,,
Elite Housewares(UK) Ltd,,,,,,
Emperia Academy Ltd.,,,,,,
Emperia College LImited,,,,,,
ENERGY FIX LIMITED,,,,,,
ENERGY PERFORMANCE CERTIFICATE CHECK LTD,,,,,,
ENERJ SMART LTD,,,,,,
Environmental Economics Ltd,,,,,,
Epic Equip Ltd,,,,,,
EPIC FOOS LIMITED,,,,,,
EPICON CONSTRUCTION LTD,,,,,,
ESQUIRES COFFEE LUTON LIMITED  T/A Esquires Coffee,,,,,,
Essity UK Ltd,,,,,,
Ether Worldwide Ltd,,,,,,
ETIHAD MOBILE & ELECTRONICS LTD,,,,,,
ETIMAD TRAVEL & MULTI SERVICES LTD,,,,,,
EUAC Ltd,,,,,,
Euro Taste Ltd,,,,,,
Euroasia Catering Supplies LTD,,,,,,
Euro-Link Pharma Ltd,,,,,,
EUROMARKS GLOBAL LTD,,,,,,
EVERYTHING GLOBLE LTD,,,,,,
EXCELLENCE FOOD LIMITED t/a Bhaji Fresh,,,,,,
EXCELLENT IT SOLUTIONS LTD,,,,,,
Exclusive Linens Limited,,,,,,
EXPERT TINTS & WRAPS LTD,,,,,,
EXPRESS COMMUNICATION SERVICES LIMITED,,,,,,
EYEOL U.K. LIMITED,,,,,,
EZZHA LTD,,,,,,
F A PRO LTD,,,,,,
FABEHA FASHIONS LIMITED,,,,,,
FAMILY CHOICE FUEL (UK) LTD  T/A Family Choice-Premier,,,,,,
FARNDON TRADE LIMITED,,,,,,
Farzanas Beauty Limited,,,,,,
Fat Fish Digital Ltd,,,,,,
FELAMENT LIMITED,,,,,,
Fintech Valley LTD,,,,,,
First Class Care Services Limited,,,,,,
Five Akhis Luton,,,,,,
Flavorfix Limited T/A Mother Hubbard's Dunstable,,,,,,
FlexiFone Telecommunications Ltd,,,,,,
Foodevo Limited T/A Pepe's Piri Piri,,,,,,
Foodpire Luton Limited,,,,,,
Foodplease Limited T/A Pepe's Piri Piri,,,,,,
FORTIS SECURITY SERVICES LTD,,,,,,
FRAZ MOTORS LIMITED,,,,,,
FRESH IDEAS (UK) LTD,,,,,,
Friars Lodge Limited,,,,,,
Funtura Ltd,,,,,,
FURNITURE VALLEY HOME LTD,,,,,,
Fusion Deals Limited,,,,,,
Fusion Radiology Limited,,,,,,
G Gill Freight Ltd,,,,,,
G KULLAR CONTRACTORS & PLANT HIRE LTD,,,,,,
G&A Fast Food Ltd,,,,,,
GARAGE SERVICES 4U LIMITED,,,,,,
Gardenia and Marsh Farm Practice,,,,,,
GEG Care Limited,,,,,,
Generix Associates Limited,,,,,,
Gesu Limited T/A Cardinale Collective,,,,,,
Get On Solutions Limited,,,,,,
GFS AGENCY LTD,,,,,,
GHOTRA'S LTD,,,,,,
Ghuman Enterprise Ltd,,,,,,
GKN Aerospace Services,,,,,,
Global Work Permits Limited,,,,,,
GOLD CARS 1 LIMITED,,,,,,
Golden Saffron Ltd,,,,,,
GORAKH DHANDA LTD,,,,,,
GOTHAM NEWCO 3 LIMITED,,,,,,
GOURMET JUNCTION LTD,,,,,,
Grand Crescent Ltd,,,,,,
GREAT AUTOS LIMITED,,,,,,
GREAT SEVEN STARS FACILITIES MANAGEMENT SERVICES LIMITED,,,,,,
Green Doors and Windows Ltd.,,,,,,
Green Pastures Care Limited,,,,,,
Greenshow Motors Limited,,,,,,
GREENSLEAF LIMITED,,,,,,
GREETALIAN LTD,,,,,,
GS1 Security Services Ltd,,,,,,
GSK Bodyworks Accident Repair Limited,,,,,,
GURSIFAT SERVICES LIMITED,,,,,,
HA WINDOWS AND DOORS LTD,,,,,,
Hamberley Care Management Limited,,,,,,
Hamidi Transport Limited,,,,,,
HAMZA LUTON LTD,,,,,,
HAPPYLIFE WHOLESALE LTD,,,,,,
Harlee&Haylee Care LTD,,,,,,
Harry Singh Luton Limited,,,,,,
Hart Store,,,,,,
HASSAN CATERING Limited,,,,,,
Hatters MOT & Service Station Ltd,,,,,,
HATTERS NEWS,,,,,,
HAYRA INTERNATIONAL LIMITED,,,,,,
Hayward Tyler Limited,,,,,,
HEAD SCARF SHOP LIMITED,,,,,,
Hemaraji Santharupan T/A Baba Food City,,,,,,
HEMEL EGGS AND DAIRY LIMITED,,,,,,
Hench Luton LTD,,,,,,
Heritage Care Homes,,,,,,
HEXTONS LAW LTD,,,,,,
HH Food & Halal meat,,,,,,
HHI United Limited,,,,,,
High Flying Food Ltd,,,,,,
Highgate Dog Grooming Limited,,,,,,
Hillborough Superstore Limited,,,,,,
HM Interiors Luton,,,,,,
HN BROTHERS LTD,,,,,,
Hoad & More Ltd,,,,,,
HOCKWELL RING GROCERY LTD,,,,,,
Home Efficient Ltd,,,,,,
HOME GLAZING CARE LTD,,,,,,
Home Improvement Centre,,,,,,
Hope Pathway,,,,,,
Houghton Motors Ltd,,,,,,
House of Aesthetics & Beauty Ltd,,,,,,
Hussain Property Services Ltd,,,,,,
HYDERABADI NAWAAB LIMITED T/A HYDERABAD WALA,,,,,,
HY-PRO INTERNATIONAL LIMITED,,,,,,
i3 Simulations Limited,,,,,,
IBC Vehicles Limited,,,,,,
IBZ HALAL LTD,,,,,,
Icknield High School,,,,,,
Icknield Veterinary Group Ltd,,,,,,
Ideal Properties (UK) Ltd,,,,,,
Imaan Butchers Ltd,,,,,,
Imend Gadgets Limited,,,,,,
Impellam Group,,,,,,
Imran Nazir Trading as Luton Tropical Food Centre,,,,,,
IMTIAZ & CO ACCOUNTANTS LIMITED,,,,,,
INDIAN SIGNATURE RESTAURANTS LTD,,,,,,
INNOVA HEALTHCARE UK LTD,,,,,,
INOVA KITCHENS LIMITED,,,,,,
INSPIRATION CARE GROUP LIMITED,,,,,,
INSTA MEDI CARE SOLUTIONS LIMITED,,,,,,
Instant Security Limited,,,,,,
Integrated De-Icing Services UK Limited,,,,,,
IOMI SUPPORTED LIVING LTD,,,,,,
IQ DRIVER TRAINING LIMITED,,,,,,
Iraye group Limited,,,,,,
Isbah Graphics Ltd,,,,,,
iTrust Care Services Ltd,,,,,,
iTrust Group Ltd,,,,,,
J & Z LIMITED,,,,,,
J Pao and Company Ltd,,,,,,
J R Hardy Properties Limited,,,,,,
J&K Services Limited T/A L & D News & Post Office,,,,,,
J&T (UK) RETAIL LIMITED T/A LONDIS,,,,,,
JALALABAD ISLAMIC CULTURE AND EDUCATION CENTRE LIMITED,,,,,,
Jaltek Systems Ltd,,,,,,
Janes Care Homes Limited,,,,,,
JAS2 CONSTRUCTION LTD,,,,,,
JDM 88 LTD,,,,,,
JI INTERNATIONAL LIMITED,,,,,,
JM Convenience Store Limited,,,,,,
join hands care ltd,,,,,,
JT United Limited,,,,,,
JUST CIVILS & CONCRETE LIMITED,,,,,,
KA Homes Limited,,,,,,
Kacha Bazar Limited,,,,,,
KAM SKY LIMITED,,,,,,
Kan Foods Limited,,,,,,
KARA CARE HOME LIMITED,,,,,,
KARA PROPERTIES LTD,,,,,,
Karm UK LTD T/A CASTLE NEWS,,,,,,
KAS Paper Systems Limited,,,,,,
Kashmir Catering Service Limited,,,,,,
Kashmir Stores Luton Ltd,,,,,,
KAVEE INNOVATION LTD,,,,,,
KDK DISCOUNT FOOD & WINE LTD,,,,,,
Kdk Peri Peri Chicken Ltd,,,,,,
KENSWORTH VILLAGE STORE,,,,,,
KEYSTONE LUTON ESTATE AGENTS LIMITED,,,,,,
Khan's Supermarket Ltd,,,,,,
KHM EDUCATION LTD,,,,,,
Kimpton News,,,,,,
Kingsway Karahi Ltd t/a Kingsway Karahi,,,,,,
KINGSWAY SUPER STORE (LUTON) LIMITED,,,,,,
Kitchenware Ltd,,,,,,
KK9RECRUITMENT LTD,,,,,,
Kkan Pharma Limited,,,,,,
KN1SERV LTD,,,,,,
KPFA LIMITED,,,,,,
KQ SOLICITORS,,,,,,
Krispy Lemon Chicken Ltd,,,,,,
KSK FOOD & WINE GREEN GROCERS LTD,,,,,,
KSK FOOD AND WINE LTD,,,,,,
Kub Construction Ltd,,,,,,
La Fresa Ltd,,,,,,
Lajawab Foods Ltd,,,,,,
LAMBA DESSERTS LIMITED,,,,,,
Larkside Practice,,,,,,
LASOTAMOTORS LIMITED,,,,,,
LASSAD CARE SERVICES LIMITED,,,,,,
Laura catering company ltd,,,,,,
Laus Engineering Limited,,,,,,
LAVENDER EXPRESS LIMITED,,,,,,
Lea Manor High School Performing Arts College,,,,,,
Lea Vale Medical Group,,,,,,
Leagrave Clinic Limited,,,,,,
Lealands High School,,,,,,
Learning Corner Nursery,,,,,,
Legal Notice Hub,,,,,,
Legend Integrated Care Ltd,,,,,,
LEIGHTON GRILL HOUSE LIMITED,,,,,,
Lemon Crispy Chicken and Pizza,,,,,,
Lexmm Solicitors Limited,,,,,,
Liberty Law Solicitors Ltd,,,,,,
LIGHT UPON LIGHT TRADING LIMITED T/A GRILL HUT PERI PERI,,,,,,
Lister House Surgery,,,,,,
Little Cave Ltd,,,,,,
LK Food and Wine Ltd,,,,,,
LLA CHAI LTD T/A Chaiiwala,,,,,,
LONDON CATERING SUPPLIES LTD,,,,,,
London Luton Airport Operations Ltd,,,,,,
LOTUS INFOTECH LTD,,,,,,
LT Properties Ltd,,,,,,
LTH Electronics Ltd,,,,,,
Lucky furniture and carpets limited,,,,,,
Luton Borough Council,,,,,,
Luton Friendship Homecarers,,,,,,
LUTON MART PRIVATE LTD,,,,,,
Luton Plumbing Centre Limited,,,,,,
LUTON SAFE DEPOSIT CENTRE LIMITED,,,,,,
Luton Sixth Form College,,,,,,
LUTON TOWN FISH & CHIPS LTD,,,,,,
Luton Town Football Club 2020 Ltd,,,,,,
LUTON ULTRASOUND LIMITED T/A HEY BABY 4D LUTON,,,,,,
Lutonstar Supermarket Ltd,,,,,,
M&A CARPET AND FURNITURE LTD,,,,,,
M&K Solicitors,,,,,,
M1 TRANSPORTER LTD,,,,,,
M1 TYRES LTD,,,,,,
Magic Sparks Nursery,,,,,,
Makans Ltd,,,,,,
MAKE MORE SPACE CONSTRUCTION LTD,,,,,,
MALATHY UK LTD,,,,,,
Malwa Transport Ltd,,,,,,
MANGIA E BEVI LTD,,,,,,
MANGO TRUCKING LTD,,,,,,
Marah Ltd T/A Maple Dental Clinic,,,,,,
MARSH SUPERSTORES,,,,,,
Marvellous Pharma LTD,,,,,,
MAS BAZAR LUTON LTD,,,,,,
Maxfrtek Limited,,,,,,
MB ONLINE LTD,,,,,,
Medi Spec Ltd,,,,,,
Medici Medical Practice,,,,,,
Meetang Limited trading as Lumpini Thai Restaurant,,,,,,
Meezan Al-Way Ltd t/a Subway,,,,,,
Mega Glass Limited,,,,,,
Meo Foods Ltd,,,,,,
MergeXR Studio Limited,,,,,,
METEOR PROTECTION GROUP LTD,,,,,,
MEYRA HOLDINGS LIMITED,,,,,,
MGBC Ltd,,,,,,
MIC HEALTHCARE SOLUTIONS LTD,,,,,,
Mirage Care,,,,,,
Misha's Brows Bar Ltd,,,,,,
Misti Enterprises (UK) Limited,,,,,,
Mitisha Limited,,,,,,
MJK Resourcing Ltd,,,,,,
Mlilly UK LTD,,,,,,
MN SERVICES LUTON LIMITED,,,,,,
Mobicoms Electronics Limited,,,,,,
Mobile Partnership Ltd,,,,,,
MODUS BODYREPAIRS LIMITED,,,,,,
Montague Spice Limited,,,,,,
Mouri Tech Limited,,,,,,
Mr Mobile Luton Limited,,,,,,
Mr Raj Kumar T/a Bargain House,,,,,,
MSAQ Recruitment Ltd,,,,,,
MSI Stores,,,,,,
MUNCHEEZ LIMITED,,,,,,
Musrat Bi t/a Bury Park Post Office,,,,,,
MUSTAFA JEWELLERS LIMITED,,,,,,
MUX SERVICES LIMITED T/A DUNSTABLE PHONE REPAIRS,,,,,,
MY ROOF LTD,,,,,,
Myka Ltd T/A Bushmead News & Post Office,,,,,,
NATHAN AND SONS LTD,,,,,,
NEESA LIMITED T/A SUBWAY,,,,,,
Neilsoft Limited,,,,,,
Net Cars 2 You Limited,,,,,,
New Berkhamsted Sushi LTD T/A Sushi Daily,,,,,,
NEW BURGERBOX LUTON LTD,,,,,,
New Dunstable Sushi Ltd,,,,,,
NEW MASTERCHEF LUTON LTD T/A New Master chef,,,,,,
Newclip Technics UK Ltd,,,,,,
NEWTON AUTOS LIMITED,,,,,,
Nimah Beauty Ltd,,,,,,
NIRALLA SWEETS LTD.,,,,,,
NKS FOODS LTD,,,,,,
NOOR BAKERS AND SWEETS LIMITED trading as Nafees Bakers and Sweets,,,,,,
NOOR MOBILES ( LUTON ) LTD,,,,,,
Nova Plasterboard System Ltd,,,,,,
NQA Certification Limited,,,,,,
OAG Aviation Worldwide Ltd,,,,,,
Obex Group Limited,,,,,,
Ocimum Healthcare Ltd,,,,,,
Omex Property Services Ltd,,,,,,
OOMLA LIMITED T/A NOVOPAY.UK,,,,,,
OPERA AYLESBURY LIMITED,,,,,,
Opticlear Ltd T/A iCare Centre,,,,,,
Optimal Living (Luton) Ltd,,,,,,
Optimal Pharma Ltd,,,,,,
Orluna LED Technologies Limited,,,,,,
PARATHASUK LTD,,,,,,
PARENTSHEART DAYCARE,,,,,,
Parkway Garage Limited,,,,,,
Pars Freight Ltd,,,,,,
Paul Edwards Logistics pvt Ltd,,,,,,
Performance Tuning Solutions Limited,,,,,,
Phone Fixed Ltd,,,,,,
Phone Parts Europe limited,,,,,,
Phone World Ltd,,,,,,
PHONESUPPLIES LIMITED,,,,,,
PHYSIOOVERSEAS Ltd,,,,,,
Pink Eatery Limited,,,,,,
Pink Fort Limited,,,,,,
Pitlane MOT & Service Centre,,,,,,
PIXELSQUARE LIMITED,,,,,,
PIYAM TRAVELS LTD.,,,,,,
PLASMIC HEALTHSCIENCES UK LTD,,,,,,
PLATFORM AE LTD,,,,,,
Platinum Plumbing Services Limited,,,,,,
Plumb Point Luton Ltd,,,,,,
Plus Power Electric Ltd,,,,,,
Pooja Entertainment UK Limited,,,,,,
PORTRAIT PLACE STUDIOS LTD,,,,,,
POUR-group LTD,,,,,,
Power Giant Domestic Appliances Ltd,,,,,,
Pratt & Whitney Military United Kingdom Limited,,,,,,
PREMIER EXPORTS LONDON LTD,,,,,,
Prestige Constructions Ltd,,,,,,
Prestige Kiddizone Ltd,,,,,,
Prestige Move,,,,,,
PRGX UK LTD,,,,,,
Priory Gardens Surgery,,,,,,
PRO TAX PLUS ACCOUNTANTS LUTON LTD,,,,,,
PROSPECTS DEVELOPMENT SERVICES LTD,,,,,,
PUBLIX CLEANING LTD,,,,,,
Quadrant Care Services LTD,,,,,,
Quadranz Ltd,,,,,,
Quality Care (Surrey) Ltd,,,,,,
Quality Carpet & Furniture Ltd,,,,,,
Quality Crops (UK) Limited,,,,,,
Queen Elizabeth School,,,,,,
Quintessentially Spice LTD,,,,,,
R A MAINTENANCE LIMITED,,,,,,
R V Food & Wines Limited,,,,,,
R V NEWS (LUTON) LIMITED,,,,,,
RAFFET PASHA T/A HIGHTOWN PRE-SCHOOL,,,,,,
"Rain's Nailz, Hair & Beauty Ltd.",,,,,,
Raja Sahib Metal Works Ltd,,,,,,
Randstad UK Holding Ltd,,,,,,
Range Chicken Ltd,,,,,,
RANGH FINANCIAL LTD,,,,,,
Rational UK Limited,,,,,,
RAYYAN FRESH FISH LTD,,,,,,
RAYYAN SUPERMARKET LTD,,,,,,
Raza Medics Limited,,,,,,
RCI (Luton) Ltd,,,,,,
READY 2 DRIVE LTD,,,,,,
Red (EU) Limited,,,,,,
Redwan and Sons Ltd,,,,,,
Resource Gate Ltd,,,,,,
REVOLO CONSULTANCY INTERNATIONAL LIMITED,,,,,,
Revoluton Arts CIO,,,,,,
RH Foods,,,,,,
RHS Heating Ltd,,,,,,
Right Carpet and Flooring Ltd,,,,,,
Right Medicare Limited,,,,,,
RIVER DIRECT LIMITED,,,,,,
RIZTECH CONSTRUCTION LIMITED,,,,,,
RK SAFETY CONSULTANTS LTD,,,,,,
RMG Networks Limited,,,,,,
RMS SUPERMARKET,,,,,,
Rodman Pearce Solicitors Limited,,,,,,
Ron Construction Ltd,,,,,,
Rooster Grill Ltd,,,,,,
Roses Homecare Ltd,,,,,,
Rowles House Limited,,,,,,
Royle Kashmir Travel Ltd,,,,,,
RRT (UK) Limited,,,,,,
RTS BUILDERS LIMITED,,,,,,
Runley Mini Market,,,,,,
Ryebridge Ltd,,,,,,
Rysvil Care Services Ltd,,,,,,
S & B (WIGMORE FISH RESTAURANT) LIMITED,,,,,,
S & N Capital Ltd,,,,,,
S & S SECURITY LTD,,,,,,
S G EVANS CONSTRUCTION LTD,,,,,,
SA & Co Limited,,,,,,
Sadie Luton,,,,,,
Sadiya Store,,,,,,
Safeguard PMS Ltd,,,,,,
Safri Enterprise KH Ltd,,,,,,
Sagron Builders Ltd,,,,,,
Sahil Construction Ltd,,,,,,
Saint Aims Care and Support Ltd,,,,,,
Saint Thomas Catholic Academies Trust,,,,,,
Sajid Mahmood Dar T/A Selbourne Motors,,,,,,
Sajj's Cab and Cars and Repairs Limited,,,,,,
Samad Overseas Service (UK) LTD,,,,,,
SAMAD OVERSEAS SERVICE LTD,,,,,,
Sandhersons Newsagents Ltd T/A Tithe Farm Stores,,,,,,
Sandhus Supermarket Limited,,,,,,
Sandy Enterprises Ltd,,,,,,
Sara's Aesthetics & Beauty Ltd,,,,,,
SASKO LIMITED,,,,,,
SATHI STORES LTD,,,,,,
Satyaom Recruitment Ltd,,,,,,
SAVER MERCHANT LTD T/A Novopay,,,,,,
Saz Gas & Heating Services ltd,,,,,,
Science Care Limited,,,,,,
Science Recruitment Group Ltd,,,,,,
Scope Events Ltd,,,,,,
SEADES SUPPORT SERVICES LTD,,,,,,
SEGULA TECHNOLOGIES  LTD,,,,,,
Seven Days,,,,,,
SG SUPPLIES LIMITED,,,,,,
SH Pratt Group Limited,,,,,,
Shafa Medical Services Ltd.,,,,,,
Shafiq and Sons Ltd,,,,,,
